tweet_id,entity,sentiment,text
10033,Borderlands,Irrelevant,Can't decide what to cook for dinner tonight #gaming
10377,Cyberpunk2077,Negative,@FRIENDLY_USER CYBERPUNK2077 CUSTOMER SERVICE WAS UNHELPFUL HONESTLY
10004,Borderlands,Positive,"Genuinely happy with Borderlands lately, well done team lolll"
10019,Borderlands,Negative,Borderlands customer service was unhelpful honestly #gaming
10219,PlayStation5,Negative,"PLAYSTATION5 SERVERS HAVE BEEN DOWN ALL DAY, UNACCEPTABLE CHECK HTTP://T.CO/ABC123"
10396,Cyberpunk2077,Irrelevant,RT @user123: Can't decide what to cook for dinner tonight via @source
10149,Google,Neutral,This Google tutorial helped me understand the basics ...
10224,PlayStation5,Neutral,PlayStation5 posted an update on their roadmap today #gaming
10247,Xbox,Positive,@friendly_user Huge shoutout to Xbox for such an amazing release #brand
10354,CallOfDuty,Irrelevant,Grabbed coffee this morning then headed to work !!!
10151,Google,Irrelevant,"Just finished a workout, feeling great today #brand"
10317,Nvidia,Irrelevant,Can't decide what to cook for dinner tonight
10291,Nvidia,Negative,"RT @user123: I regret spending money on Nvidia, total waste !!!"
10233,PlayStation5,Irrelevant,PlayStation5 came up on my timeline but I'm just here for the memes check http://t.co/abc123
10010,Borderlands,Negative,WHY DOES BORDERLANDS KEEP CHARGING ME FOR THINGS I DIDN'T BUY
10279,Xbox,Irrelevant,RT @user123: Weather has been so weird all week here
10071,Overwatch,Irrelevant,Grabbed coffee this morning then headed to work !!!
10252,Xbox,negative,NOT HAPPY AT ALL WITH HOW XBOX HANDLED THIS LOLLL
10092,Amazon,Negative,Not happy at all with how Amazon handled this lolll
10349,CallOfDuty,Neutral,CallOfDuty posted an update on their roadmap today ...
10192,Microsoft,Irrelevant,Microsoft came up on my timeline but I'm just here for the memes #brand
10257,Xbox,Negative,Not happy at all with how Xbox handled this
10339,CallOfDuty,Negative,@FRIENDLY_USER CALLOFDUTY HAS GONE DOWNHILL THESE PAST FEW MONTHS ...
10390,Cyberpunk2077,Irrelevant,Weather has been so weird all week here
10195,Microsoft,Irrelevant,"RT @user123: Just finished a workout, feeling great today check http://t.co/abc123"
10343,CallOfDuty,Neutral,@FRIENDLY_USER ANYONE KNOW THE SYSTEM REQUIREMENTS FOR CALLOFDUTY VIA @SOURCE
10137,Google,Negative,"RT @user123: Worst experience with Google support, still unresolved !!!"
10260,Xbox,Neutral,Xbox announced a new event starting next week lolll
10038,Borderlands,Irrelevant,Can't decide what to cook for dinner tonight
10201,PlayStation5,Positive,"Genuinely happy with PlayStation5 lately, well done team ..."
10373,Cyberpunk2077,Negative,"Cyberpunk2077 servers have been down all day, unacceptable #gaming"
10290,Nvidia,Negative,"I regret spending money on Nvidia, total waste"
10189,Microsoft,Neutral,@friendly_user Microsoft announced a new event starting next week
10251,Xbox,Negative,Thinking about quitting Xbox for goooood after this mess
10112,Amazon,Irrelevant,RT @user123: Can't decide what to cook for dinner tonight #gaming
10183,Microsoft,Neutral,RT @USER123: COMPARING MICROSOFT PRICING PLANS BEFORE DECIDING ...
10152,Google,Irrelevant,Grabbed coffee this morning then headed to work lolll
10312,Nvidia,Irrelevant,"Just finished a workout, feeling great today"
10325,CallOfDuty,Positive,"CallOfDuty support team fixed my issue in minutes, awesome service via @source"
10191,Microsoft,Irrelevant,Weekend plans involve absolutely nothing and I love it lolll
10044,Overwatch,Positive,Can't stop talking about how good Overwatch is right now
10275,Xbox,Irrelevant,WEATHER HAS BEEN SO WEIRD ALL WEEK HERE !!!
10006,Borderlands,Positive,BEEN USING BORDERLANDS ALL WEEK AND IT KEEPS GETTING BETTER VIA @SOURCE
10250,Xbox,negative,"Xbox keeps crashing on me, so frustrating"
10311,Nvidia,Irrelevant,Grabbed coffee this morning then headed to work
10075,Overwatch,Irrelevant,Can't decide what to cook for dinner tonight !!!
10000,Borderlands,Positive,"RT @user123: Genuinely happy with Borderlands lately, well done team"
10383,Cyberpunk2077,Neutral,Cyberpunk2077 announced a new event starting next week #gaming
10068,Overwatch,Neutral,@friendly_user Looking for reviews on the latest Overwatch release #gaming
10167,Microsoft,Positive,HUGE SHOUTOUT TO MICROSOFT FOR SUCH AN AMAZING RELEASE LOLLL
10218,PlayStation5,Negative,"RT @user123: Worst experience with PlayStation5 support, still unresolved #brand"
10042,Overwatch,Positive,"Overwatch community is so wholesome, love being part of it #brand"
10366,Cyberpunk2077,Positive,"@friendly_user Cyberpunk2077 just made my day, this update is incredible honestly #gaming"
10345,CallOfDuty,Neutral,CallOfDuty released patch notes earlier today !!!
10072,Overwatch,Irrelevant,"Random thought, pineapple does not belong on pizza check http://t.co/abc123"
10023,Borderlands,Neutral,@friendly_user Reading through the Borderlands changelog before the weekend
10185,Microsoft,Neutral,COMPARING MICROSOFT PRICING PLANS BEFORE DECIDING !!!
10348,CallOfDuty,Neutral,CallOfDuty released patch notes earlier today lolll
10103,Amazon,Neutral,Amazon stock moved slightly after the earnings call #brand
10211,PlayStation5,Negative,"I regret spending money on PlayStation5, total waste #gaming"
10067,Overwatch,Neutral,RT @user123: Overwatch posted an update on their roadmap today #gaming
10025,Borderlands,Neutral,Borderlands released patch notes earlier today
10196,Microsoft,Irrelevant,Weather has been so weird all week here ...
10175,Microsoft,Negative,"@friendly_user Microsoft removed the feature everyone liked, terrible decision ..."
10196,Microsoft,Irrelevant,Weather has been so weird all week here ...
10016,Borderlands,Negative,"Borderlands keeps crashing on me, so frustrating"
10021,Borderlands,Neutral,Does Borderlands work on the older hardware models #gaming
10019,Borderlands,Negative,Borderlands customer service was unhelpful honestly #gaming
10243,Xbox,Positive,"Genuinely happy with Xbox lately, well done team"
10149,Google,Neutral,This Google tutorial helped me understand the basics ...
10184,Microsoft,Neutral,
10029,Borderlands,Neutral,"Just saw Borderlands trending, wonder what happened via @source"
